OrigOrder,Township,Page,Lot,Bounds,Starting Corner,Direction,Chains,Links,Observation,Bounds Text,Destination Corner,Transcriber,Note
622,Hector,45,48,East,SE,North,80,,"Intersected a Line and Marked and Numbered a white pine tree for the Corner of Lots No. 38, 39, 48 & 49.  Good Land and Level Bearing Timber as last Mentioned  [Beach Maple Basswood Elm Ash & White pine]",,NE,Judy,
626,Hector,67,49,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 48, 49, 57 & 58 Vide Page 44]",,,,
627,Hector,67,49,South,SW,East,52,,A small run bear: Easterly,,,JuneSzabo,
628,Hector,67,49,South,SW,East,62,,A fine large Brook or Creek running Southeasterly [Northeasterly],,,JuneSzabo,
629,Hector,67,49,South,SW,East,77,57,The Southeast and Northeast Corner of Lots No. 49 & 58 Standing in the East Bounds of the Town Vide page 49.  Excellent Land,,SE,,
631,Hector,49,49,East,NE,South,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 39 & 49],,,,
632,Hector,49,49,East,NE,South,49,,A fine Stream of Water bearing Northeasterly,,,JuneSzabo,
633,Hector,49,49,East,NE,South,80,,A Beach Stake in East Bounds of the Township Standing 8 Links South of a White Ash Tree Marked and Numbered for the Northeast & Southeast Corner of Lots No. 49 & 58.  Fine  Land Timbered as last Mentioned [Elm White Ash & Hickory],,SE,Rebecca,
637,Hector,12,50,South,SW,East,0,,Beginning at a small Hickory Tree Standing on the Bank of the Lake marked & Numbered for the Northwest and  Southwest Corners of Lots No. 50 & 59 - thence,,,,
638,Hector,12,50,South,SW,East,35,,The land somewhat Stoney but well timbered Ascending,,,,
639,Hector,12,50,South,SW,East,56,,Crossed the Road,,,,
640,Hector,12,50,South,SW,East,95,,Crossed a run of water,,,,
641,Hector,12,50,South,SW,East,105,,Crossed the same run bear:  Southwesterly,,,,
642,Hector,13,50,South,SW,East,115,50,Intersected the East Bounds of the Lake Lots Vide Southeast and Northeast Corners of Lots No. 50 & 59 page 6,,SE,,
644,Hector,6,50,East,NE,South,0,,Beginning at the Corner last Mentioned [Corners of Lots No. 41 & 50],,,Charlotte,
645,Hector,6,50,East,NE,South,13,,Land continues Level and good,,,Charlotte,
646,Hector,6,50,East,NE,South,40,,Very thick covered under Brush,,,Charlotte,
647,Hector,6,50,East,NE,South,53,,Crossed a Small Brook running Westerly,,,Charlotte,
648,Hector,6,50,East,NE,South,57,50,Set a stake marked and Numbered for the Southeast and Northeast Corner of Lots No. 50 & 59—with Several Beaches Blazed around it,,SE,Charlotte,
652,Hector,69,51,South,SE,West,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 51, 52, 60 & 61- Vide Page 20]",,,,
653,Hector,69,51,South,SE,West,36,,Crossed a large brook running Southwesterly,,,Rebecca,
654,Hector,69,51,South,SE,West,77,57,The Corner of Lots No 51 & 60 being a stake Standing in the East Bounds of Lots 50 – 10 Links SW of two Black Oak Bushes blaze on 4 sides.  here the Timber is mostly Pitch pine and but little of it,,SW,Rebecca,
656,Hector,21,51,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 51, 52, 60 & 61]",,,,
657,Hector,21,51,East,SE,North,30,,Crossed a fine Brook or Stream Running Southwesterly –here the Land Inclines to Swamp and of a good Quality,,,Rebecca,
658,Hector,21,51,East,SE,North,80,,"Intersected a Line and set a Stake Standing Close by a large White pine tree marked and Numbered for the Corner of Lots No. 42, 43, 51, 52",,NE,JuneSzabo,
662,Hector,69,52,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 52, 53, 61 & 62 Vide page 26th]",,,,
663,Hector,69,52,South,SE,West,77,57,"Beginning at the Corner Last Mentioned The Corner of Lots No 51, 52, 60 & 61 – Vide Page 20.  Land but midling very uneven in places – bearing Oak White pine Chesnut etc.",,SW,Rebecca,
665,Hector,26,52,East,NE,South,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 43, 44, 52, & 53]",,,,
666,Hector,26,52,East,NE,South,10,,A small run bear: Westerly,,,JuneSzabo,
667,Hector,26,52,East,NE,South,80,,"A Stake standing 10 links East of a White Oak tree Marked and Numbered for the Corner of Lots No 52, 53, 61 & 62.  The land with distance rather barren & lightly timbered But at the Corner level & good",,SE,Rebecca,
671,Hector,69,53,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 53, 54, 62 & 63, Vide Page 33th]",,,,
672,Hector,69,53,South,SE,West,9,,Crossed rapid brook running Southeasterly,,,Rebecca,
673,Hector,69,53,South,SE,West,77,57,"The Corner of Lots No. 52, 53, 61 & 62 Vide page 26th.  Land & timber much the same as last Described [Land rather uneven and rough Bearing White and Black Oak pine]",,SW,JuneSzabo,
675,Hector,30,53,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 53, 54, 62, & 63]",,,,
676,Hector,30,53,East,SE,North,12,,A Small brook running Southeasterly,,,JuneSzabo,
677,Hector,30,53,East,SE,North,30,,A Small Brook bearing Southwesterly,,,JuneSzabo,
678,Hector,30,53,East,SE,North,42,,A Small Brook bear: Southeasterly,,,JuneSzabo,
679,Hector,30,53,East,SE,North,64,,Ditto [a small Brook bear: Southeasterly],,,JuneSzabo,
680,Hector,30,53,East,SE,North,80,,"A Sugar Maple is marked and Numbered for the Corner of Lots No. 44, 45, 53 & 54.  Land rather rough & uneven bearing Chesnut Maple Oak & White pine",,NE,Rebecca,
684,Hector,68,54,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 54, 55, 63, 64 Vide page 34th]",,,,
685,Hector,68,54,South,SE,West,26,,Crossed a fine Brook running Southwesterly,,,JuneSzabo,
686,Hector,68,54,South,SE,West,77,57,"The Corner of Lots No. 53, 54, 62 & 63 Vide Page 33th.  Land rather uneven and rough Bearing White and Black Oak pine",,SW,Rebecca,
688,Hector,34,54,East,NE,South,0,,"Beginning at the last mentioned Corner [Corner of Lots No. 45, 46, 54 & 55]",,,,
689,Hector,34,54,East,NE,South,12,,Crossed a large dry run bearing Westerly Land continues uneven & not well timbered,,,Judy,
690,Hector,34,54,East,NE,South,80,,"Intersected a Line and Marked and Numbered a Chesnut Tree for the Corner of Lots No. 54, 55, 63 & 64.  Land very uneven bearing Chesnut Oak mainly",,SE,Judy,
694,Hector,68,55,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 55, 56, 64 & 65 Vide page 37]",,,,
695,Hector,68,55,South,SE,West,10,,A Brook running Northerly,,,JuneSzabo,
696,Hector,68,55,South,SE,West,35,,A brook running Northeasterly,,,JuneSzabo,
697,Hector,68,55,South,SE,West,51,,A brook running Northeasterly,,,Rebecca,
698,Hector,68,55,South,SE,West,77,57,"The Corner of Lots No. 54, 55, 63, 64 Vide page 34th.  high Land Descending Westerly and rough timber mostly Chesnut & Pine",,SW,,
700,Hector,37,55,East,SE,North,0,,"Beginning at the last mentioned Corner [Corner of Lots No. 55, 56, 64 & 65]",,,,
701,Hector,37,55,East,SE,North,10,,Crossed a small Brook running Northwestly,,,Judy,
702,Hector,37,55,East,SE,North,80,,"Intersected a Line and Marked and Numbered a Maple tree for the Corner of Lots 46, 47, 55 & 56.  Good level land - Beach Maple Elm Ash Hickory Timber",,NE,Judy,
706,Hector,68,56,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 56, 57, 65 & 66 Vide Page 41]",,,Rebecca,
707,Hector,68,56,South,SE,West,12,,A Brook running Northeasterly,,,JuneSzabo,
708,Hector,68,56,South,SE,West,34,,A Brook running Northerly,,,JuneSzabo,
709,Hector,68,56,South,SE,West,65,,a Brook running Northwesterly,,,Rebecca,
710,Hector,68,56,South,SE,West,77,57,"The Corners of Lots No 55, 56, 64 & 65 Vide page 37.  Land pretty good – in Some places a little gullied – Timbered as last Mentioned [Beach Maple Elm  Basswood & White pine]",,SW,Rebecca,
712,Hector,41,56,East,NE,South,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 47, 48, 56 & 57]",,,,
713,Hector,41,56,East,NE,South,80,,"Intersected a Line and Marked and Numbered a Beach tree for the Corner of Lots No. 56, 57, 65 & 66.  Land level and good producing Timber as last mentioned [Beach Maple Elm White Ash and White pine]",,SE,Judy,
717,Hector,67,57,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No 57 & 58,  66 & 67 Vide page 44th] ",,,,
718,Hector,67,57,South,SE,West,26,,A Small Brook running Northeasterly,,,Rebecca,
719,Hector,67,57,South,SE,West,77,57,"The Corner of Lots No 56, 57, 65 & 66 Vide Page 41.  Good Land - Ascending Westerly Timber as Last Mentioned [Beach Maple Elm Basswood & White pine]",,SW,Rebecca,
721,Hector,44,57,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots 57, 58 & 66 & 67]",,,,
722,Hector,44,57,East,SE,North,20,,Crossed a small brook running Easterly,,,Judy,
723,Hector,44,57,East,SE,North,80,,"Intersected a Line and Marked and Numbered a Maple Tree for the Corner of Lot 48, 49, 57 & 58.  Good level Land producing Beach Maple Basswood Elm Ash & White pine",,NE,Judy,
727,Hector,67,58,South,SE,West,0,,Beginning at a Beech Tree Standing on the Bank East Bounds of the Township Marked & Numbered for the Southeast & Northeast Corner of Lot No. 58 & 67 Vide page 49 ---,,,Rebecca,
728,Hector,67,58,South,SE,West,13,,A Spring run bearing Northerly,,,JuneSzabo,
729,Hector,67,58,South,SE,West,38,,Ditto [A Spring run bearing Northerly],,,JuneSzabo,
730,Hector,67,58,South,SE,West,77,57,"Crossed a fine large Brook running Northeasterly and the Corner of Lots No 57 & 58,  66 & 67 Vide Page 44th.  Land Excellently good Bearing Beach Maple Elm Basswood & White pine",,SW,Rebecca,
732,Hector,49,58,East,NE,South,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 49 & 58],,,,
733,Hector,49,58,East,NE,South,37,,A Run of Water Bear: Northeasterly,,,,
734,Hector,49,58,East,NE,South,80,,A Beach Tree Marked & Numbered for the Northeast and Southeast Corner of Lots No. 58 & 67.  The Land good & level Producing Beach Maple Basswood Elm & White pine,,SE,,
738,Hector,12,59,South,SW,East,0,,Beginning at a Stake Standing on the Bank of the lake near several Small Bushes blazed being the Northwest and Southwest Corner of Lot No. 68 & 59,,,,
739,Hector,12,59,South,SW,East,55,,The road --- Ascending Bearing mostly Oak timber------ and good land,,,,
740,Hector,13,59,South,SW,East,115,,Intersected the East Bounds of the Lake Lots - Vide Southeast and Northeast Corner of Lots No. 59 & 68 Page 6,,NE,Charlotte,
742,Hector,6,59,East,NE,South,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 50 & 59],,,,
743,Hector,6,59,East,NE,South,21,,The Top of a long Ascend bearing White and Black Oak timber,,,Charlotte,
744,Hector,6,59,East,NE,South,46,,Descending—The timber here is mostly young Saplings and the Soil Rather Indifferent,,,Charlotte,
745,Hector,6,59,East,NE,South,59,50,Set a white Oak stake marked and Numbered for the Southeast & Northeast Corners of Lots No. 59 and 68 with several small Saplings Blazed Around it,,SE,Charlotte,
749,Hector,70,60,South,SW,East,0,,Beginning at the Northeast Corner & Southwest of Corner of Lots No. 60 & 70 being a Black Oak Sapling marked and Standing in the East bounds of Lot 68,,,Rebecca,
750,Hector,70,60,South,SW,East,36,,Crossed a fine large Stream running Southwesterly,,,,
751,Hector,70,60,South,SW,East,77,57,"The Corner of Lots No. 60, 61, 70 & 71 Vide Page 20th.  Timber White Hickory & White pine -",,SE,Rebecca,
753,Hector,20,60,East,SE,North,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 60, 61, 70 & 71]",,,,
754,Hector,20,60,East,SE,North,14,,A brook running Southwesterly Timbered Oak & Hickory,,,,
755,Hector,20,60,East,SE,North,80,,"Intersected a Line set a Stake Standing 15 Links East of a large Chesnut Oak Tree marked and Numbered for the Corner of Lots 51, 52, 60 & 61.  Land Tolerably good and well Covered with Timber",,NE,,
759,Hector,70,61,South,SW,East,0,,"Beginning at the corner last Mentioned [Corner of Lots 60, 61, 70 & 71 Vide Page 20th]",,,Rebecca,
760,Hector,70,61,South,SW,East,77,57,"The Corner of Lots No. 61, 62, 71 & 72 Vide Page 26.  Asending most of the way and rough and Stoney Covered with Scrubby timber",,SE,Rebecca,
762,Hector,26,61,East,NE,South,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 52, 53, 61 & 62] ",,,Rebecca,
763,Hector,26,61,East,NE,South,30,,Began to Enter Land Covered with Scrubby Brush,,,,
764,Hector,26,61,East,NE,South,50,,Began to descend,,,JuneSzabo,
765,Hector,26,61,East,NE,South,80,,"Intersected a Line and Marked & Numbered a black Oak tree for the Corner of Lots No. 61, 62, 71 & 72 Standing 6 Links East of the Corner.  Here the Land is very poor Bearing Scrubby black Oak & White Oak timber",,SE,Rebecca,
769,Hector,70,62,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 61, 62, 71 & 72 Vide Page 26]",,,,
770,Hector,70,62,South,SW,East,34,,Crossed a fine large Stream running Southwesterly,,,Rebecca,
771,Hector,70,62,South,SW,East,57,,Crossed a small Brook running Northwesterly,,,Rebecca,
772,Hector,70,62,South,SW,East,77,57,"The Corner of Lots No. 62, 63, 72 & 73 Vide page 39th.  Land uneven and but Midling good Bearing Hemlock Beach & Maple.",,SE,Rebecca,
774,Hector,29,62,East,SE,North,0,,"Beginning at the Corner last mentioned Descending [Corner of Lots No. 72, 73, 62 & 63]",,,,
775,Hector,29,62,East,SE,North,2,,A small run bear: Northwesterly,,,JuneSzabo,
776,Hector,29,62,East,SE,North,15,,The bottom of the Hill and fine Land,,,JuneSzabo,
777,Hector,29,62,East,SE,North,20,,Crossed a fine large Brook running Northerly,,,JuneSzabo,
778,Hector,29,62,East,SE,North,35,,The brook running Southwesterly,,,Rebecca,
779,Hector,29,62,East,SE,North,50,,Began to Enter rough Land,,,JuneSzabo,
780,Hector,30,62,East,SE,North,80,,"A Stake Standing 12 Links Northeasterly of a large  Chesnut Tree Marked and Numbered for the Corner of Lots No. 53, 54, 62 & 63.  The Latter part of the Line is very Rough - Bearing Chesnut & Chesnut Oak mostly",,NE,,
784,Hector,71,63,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 62, 63, 72 & 73 Vide page 39th]",,,Rebecca,
785,Hector,71,63,South,SW,East,5,,A small brook running Northwesterly,,,,
786,Hector,71,63,South,SW,East,31,,A small brook running Northwesterly,,,,
787,Hector,71,63,South,SW,East,41,,A small brook running Northwesterly,,,,
788,Hector,71,63,South,SW,East,77,57,"The Corner of Lots No. 63 & 64, 73 & 74 Vide Page 35th.  Timber White pine Chesnut Oak & Walnut -",,SE,Rebecca,
790,Hector,35,63,East,NE,South,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 54, 55, 63 & 64]",,,,
791,Hector,35,63,East,NE,South,80,,"Intersected a Line and Marked and Numbered a Chesnut Tree Standing 10 Links South of the Corner for the Corner of Lots 63, 64, 73 & 74.  The whole of this Line rough & Stoney producing Chesnuts & Oak",,SE,Judy,
795,Hector,71,64,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 63 & 64, 73 & 74 Vide Page 35th]",,,Rebecca,
796,Hector,71,64,South,SW,East,20,,Crossed a small brook running Southerly,,,Rebecca,
797,Hector,71,64,South,SW,East,77,57,"The Corner of Lots No. 64, 65, 74, 75 Vide Page 37.  Good level Land bearing Beach Maple Elm Basswood & White Ash",,SE,Rebecca,
799,Hector,37,64,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 64 & 65, 74 & 75]",,,Judy,
800,Hector,37,64,East,SE,North,80,,"Intersected a Line Marked and Numbered a Basswood tree for the Corner of Lots No. 55, 56, 64 & 65.  Land good and Level Bearing Beach Maple Basswood Elm etc.",,NE,Judy,
804,Hector,71,65,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 64, 65, 74, 75 Vide Page 37]",,,Rebecca,
805,Hector,71,65,South,SW,East,26,,A small run bear: Northerly,,,Rebecca,
806,Hector,71,65,South,SW,East,77,57,"The Corner of Lots No. 65, 66, 75 & 76 Vide Page 44.  Land good & Level Bearing Timber as last Mentioned [Beech Maple Elm Basswood & White Ash]",,SE,Rebecca,
808,Hector,42,65,East,NE,South,0,,"Beginning at the Last Mentioned Corner [Corner of Lot No. 56, 57, 65 & 66]",,,Judy,
809,Hector,42,65,East,NE,South,80,,"Intersected a Line and set a Stake Standing 8 Links Northeast of an Iron wood tree marked and Num. for the Corner of Lots No. 65, 66,75 & 76.  Here the Land is not altogether so good rather uneven Covered with Chesnut Oak and White pine",,SE,Judy,
813,Hector,72,66,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 65, 66, 75 & 76 Vide Page 44]",,,Rebecca,
814,Hector,72,66,South,SW,East,35,,Crossed a large Brook or Creeck (sic) running Northeasterly,,,Rebecca,
815,Hector,72,66,South,SW,East,77,57,"The Corner of Lots No. 66, 67, 76, 77 Vide page 44.  Land good and level Bearing Beach Maple White pine & Basswood",,SE,Rebecca,
817,Hector,44,66,East,SE,North,0,,"Beginning at the Corner last mention [Corner of Lots No. 66, 67, 76 & 77]",,,Judy,
818,Hector,44,66,East,SE,North,26,,A Small Brook running Westerly,,,Judy,
819,Hector,44,66,East,SE,North,47,,Crossed a fine large brook running Northeasterly,,,Judy,
820,Hector,44,66,East,SE,North,49,,Crossed the same running Northwesterly,,,Judy,
821,Hector,44,66,East,SE,North,60,,Crossed the same running Northeasterly,,,Judy,
822,Hector,44,66,East,SE,North,80,,"Intersected a Line and set a Stake 20 Links Southeasterly of a maple Tree Marked and Numbered for the Corner of Lots No. 57, 58 & 66 & 67.  Timber Beach Maple White pine & Elm mainly",,NE,Judy,
826,Hector,72,67,South,SW,East,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 66, 67, 76, 77 Vide page 44th]",,,Rebecca,
827,Hector,72,67,South,SW,East,42,,Crossed a fine large Brook running Northeasterly,,,Rebecca,
828,Hector,72,67,South,SW,East,77,57,The Southeast and Northeast Corner of Lots No. 67 & 77 Vide page 49th.  Land level & very good bearing as last Mentioned [Beach Maple White pine & Basswood],,SE,Rebecca,
830,Hector,49,67,East,NE,South,0,,Beginning at the Corner last mentioned [Corner of Lots No. 58 & 67],,,Rebecca,
831,Hector,49,67,East,NE,South,10,,Crossed a fine large Brook running Northeasterly.,,,Rebecca,
832,Hector,49,67,East,NE,South,80,,A Stake Standing 8 links Northerly of an Iron Wood Sapling Marked and Numbered for the Northeast & Southeast Corner of Lots 67 & 77.  Land and Timber much the same as Last Described [Good and level Producing Beach Maple Basswood Elm & White pine],,SE,Rebecca,
837,Hector,7,68,East,NE,South,0,,Beginning at the Corner last Mentioned [Corners of Lots No. 59 and 68] Descending—Timber White black and Chesnut Oak & Hickory,,,Charlotte,
838,Hector,7,68,East,NE,South,60,50,Set an Ash Stake Marked and Numbered for the Southeast and Northeast Corners of Lots No. 68 & 69.  Soil but Indifferent Bearing but little timber,,SE,Charlotte,
841,Hector,11,69,North,NW,East,0,,Beginning at a pitch pine tree Standing on the bank of the lake Marked and Numbered for the Southwest & Northwest corner of Lots No. 68 & 69 thence Ascending and good Land,,,Charlotte,
842,Hector,11,69,North,NW,East,58,50,Crossed the Road The timber mostly White Oak,,,Charlotte,
843,Hector,11,69,North,NW,East,109,50,Intersected the East bounds of the Lots Vide Northeast & Southeast Corner of Lots No. 68 & 69,,NE,Charlotte,
846,Hector,7,69,East,NE,South,0,,Beginning at the Corner last mentioned [Corners of Lots No. 68 & 69],,,Charlotte,
847,Hector,7,69,East,NE,South,6,,The Bottom of the long Descent and Crossed a fine Stream or Creek running Westerly and shortly after Entered Land bearing mostly White and pitch pine,,,Charlotte,
848,Hector,7,69,East,NE,South,54,,Crossed Another fine stream running Westerly,,,Charlotte,
849,Hector,7,69,East,NE,South,64,12,Marked and Numbered a White Oak Tree for the Southeast & Northeast Corner of Lots No. 69 & 78.  Here the soil is rather Indifferent Timbered with White and Black Oak & Some pine.,,SE,Charlotte,
853,Hector,74,70,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 70, 71, 79, 80 Vide page 19th]",,,Rebecca,
854,Hector,74,70,South,SE,West,8,,A small brook running Northwesterly,,,Rebecca,
855,Hector,74,70,South,SE,West,50,,Crossed a large Creek running Southerly,,,Rebecca,
856,Hector,74,70,South,SE,West,77,57,The Corner of Lots 70 & 79 being a Black Oak Stake Standing 30 links East of a Black Oak Sapling marked and Numbered for the Southwest and Northwest Corner of Lots No. 70 &  79. Standing in the East Bounds of Lot No. 69.,,SW,Rebecca,
858,Hector,20,70,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 70, 71, 79 & 80]",,,Rebecca,
859,Hector,20,70,East,SE,North,14,,Crossed a large Stream or Creeck(sic) running Southerly then ascending and very thick Covered with Under Brush,,,JuneSzabo,
860,Hector,20,70,East,SE,North,80,,"Intersected a line and set a poplar Stake Standing near several small Saplings Blazed - marked and Numbered for the Corner of the Lots No. 60, 61, 70 & 71. Land rather rough",,SE,JuneSzabo,
864,Hector,74,71,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 71, 72, 80, 81 Vide Page 27th]",,,Rebecca,
865,Hector,74,71,South,SE,West,32,,A fine brook running Northwesterly,,,Rebecca,
866,Hector,74,71,South,SE,West,45,,A small brook running Northwesterly,,,Rebecca,
867,Hector,74,71,South,SE,West,77,57,"The Corner of Lots No. 70, 71, 79 & 80 Vide page 19th.  Timber Beach Maple Hickory & Ash - Land pretty good level",,SW,Rebecca,
869,Hector,27,71,East,NE,South,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 61, 62, 71 & 72]",,,Rebecca,
870,Hector,27,71,East,NE,South,30,,Descended the Hill,,,JuneSzabo,
871,Hector,27,71,East,NE,South,40,,Crossed a large Stream running Westerly here the Land is better Timbered but uneven,,,JuneSzabo,
872,Hector,27,71,East,NE,South,80,,"Marked and Numbered a large White pine tree for the Corner of Lots No. 71 & 72, 80 & 81.  Timber Beach Maple and White pine",,NW,JuneSzabo,
876,Hector,74,72,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 72, 73, 81 & 82 Vide page 29th]",,,Rebecca,
877,Hector,74,72,South,SE,West,36,,A fine Brook running Northwesterly,,,Rebecca,
878,Hector,74,72,South,SE,West,52,,A small brook running Northwesterly,,,Rebecca,
879,Hector,74,72,South,SE,West,77,57,"The Corner of Lots No. 71, 72, 80 & 81 Vide Page 27th.  Land somewhat rough bearing White pine & Maple",,SW,Rebecca,
881,Hector,29,72,East,SE,North,0,,Beginning at the Corner last Mentioned [Corner of Lots No. 81 & 82 - 72 & 73],,,,
882,Hector,29,72,East,SE,North,36,,A Small run bear: Northerly,,,JuneSzabo,
883,Hector,29,72,East,SE,North,51,,Ditto [A Small run bear: Northerly],,,JuneSzabo,
884,Hector,29,72,East,SE,North,70,,Descending,,,JuneSzabo,
885,Hector,29,72,East,SE,North,80,,"A Chesnut Stake standing 25 Links Northeast of a White pine tree Marked and Numbered for the Corner of Lots No. 72, 73, 62 & 63.  Land tollerably(sic) good bearing Beach Maple Birch White Ash and White pine",,SE,,
889,Hector,73,73,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 73, 74, 82 & 83 Vide page 35]",,,Rebecca,
890,Hector,73,73,South,SE,West,77,57,"The Corner of Lots No. 72, 73, 81 & 82 Vide page 29th.  Timber Beach Maple and White pine",,SW,Rebecca,
892,Hector,35,73,East,NE,South,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 63, 64, 73 & 74]",,,Judy,
893,Hector,35,73,East,NE,South,13,,A small brook running Easterly,,,Judy,
894,Hector,35,73,East,NE,South,30,,Crossed a brook running Easterly,,,Judy,
895,Hector,35,73,East,NE,South,80,,"Intersected a Line set a Stake Standing 12 Links East of Butternut Tree Marked & Numbered for the Corner of Lots No. 73, 74, 82 & 83.  The Land continues rough and uneven",,SE,Judy,
899,Hector,73,74,South,SE,West,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 74, 75, 83 & 84 Vide Page 37th]",,,Rebecca,
900,Hector,73,74,South,SE,West,22,,Crossed a Brook running Southwesterly,,,Rebecca,
901,Hector,73,74,South,SE,West,30,,Crossed a fine brook running Southwesterly,,,Rebecca,
902,Hector,73,74,South,SE,West,43,,A small run bear: Northeasterly,,,Rebecca,
903,Hector,73,74,South,SE,West,77,57,"The Corner of Lots No. 73, 74, 82 & 83 Vide page 35.  Timber Beach Maple Basswood Hickory and ash",,SW,Rebecca,
905,Hector,37,74,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 74, 75, 83 & 84]",,,Judy,
906,Hector,37,74,East,SE,North,25,,Crossed a small Brook running Westerly,,,Judy,
907,Hector,37,74,East,SE,North,80,,"Intersected a Line and Marked & Numbered a White Oak tree for the Corner of Lots No. 64 & 65, 74 & 75.  The Land grows better - not so uneven Bearing Beach Maple Ash and White pine mostly",,NE,Judy,
911,Hector,73,75,South,SE,West,0,,"Beginning at the Corner last Mentioned [Corner of Lots No. 75, 76, 84 & 85]",,,Rebecca,
912,Hector,73,75,South,SE,West,20,,Crossed a Fine brook running Northerly,,,Rebecca,
913,Hector,73,75,South,SE,West,77,57,"The Corner of Lots No. 74, 75, 83 & 84 Vide Page 37th.  Timber Young Chesnut mostly Land Tollerably(sic) good",,SW,Rebecca,
915,Hector,42,75,East,NE,South,0,,"Beginning at the last mentioned Corner [Corner of Lots No. 65, 66, 75 & 76]",,,Judy,
916,Hector,42,75,East,NE,South,5,,A small Brook Running Easterly,,,Judy,
917,Hector,42,75,East,NE,South,65,,Crossed a large Brook running Northeasterly,,,Judy,
918,Hector,42,75,East,NE,South,80,,"Intersected a Line Marked and Num: a large Hemlock tree for the Corner of Lots No. 75, 76, 84 & 85.  Land Somewhat uneven Covered pretty much with Chesnut & pine",,NW,Judy,
922,Hector,73,76,South,SE,West,0,,"Beginning at the Corner last Mentioned  [Corner of Lots No. 76, 77, 85, 86 Vide page 43]",,,,
923,Hector,73,76,South,SE,West,62,,A small brook running Westerly,,,,
924,Hector,73,76,South,SE,West,77,57,"The Corner of Lots No. 75, 76, 84 & 85 Vide Page 42.  Timber Beach Maple Hemlock & White pine",,SW,,
926,Hector,44,76,East,SE,North,0,,"Beginning at the Corner last mentioned [Corner of Lots No. 76, 77, 85, 86]",,,Judy,
927,Hector,44,76,East,SE,North,80,,"Intersected a Line and Set an Ironwood Stake standing 8 Links Southwest of a Beach Tree Marked and Numbered for the Corner of Lots No. 66, 67, 76 & 77.  Fine level Land timbered as last Mentioned [Beach Maple Basswood & Elm]",,NE,Judy,
931,Hector,72,77,South,SE,West,0,,Beginning at a Stake Standing in the East Bounds of the Town 8 Links North of a small Ironwood Sapling Marked & Numbered for the Northeast & Southeast Corner of Lots No. 77 & 86,,,,
932,Hector,72,77,South,SE,West,16,,A Brook running Northwesterly,,,,
933,Hector,72,77,South,SE,West,75,,A large brook running Northeasterly,,,,
934,Hector,72,77,South,SE,West,77,57,"The Corner of Lots No. 76, 77, 85, 86 Vide page 43.  Excellent Land timber Beach Maple Elm Ash Basswood etc.",,SW,,
936,Hector,50,77,East,NE,South,0,,Beginning at the Corner last Mentioned [Corner of Lots 67 & 77],,,,
937,Hector,50,77,East,NE,South,80,,Marked and Numbered a Beach tree for the Corner of Lots No. 77 & 86 being the Northeast and Southeast Corner thereof.  Land good & Level producing Maple Elm White Ash and White pine,,SE,,
940,Hector,10,78,North,NW,East,0,,Beginning at a large Button Wood tree close to another growing from the same root Standing on the Bank of the lake upon a point of Land which makes out into the lake being the Northwest and Southwest Corner of Lots No.78 & 69,,,,
941,Hector,11,78,North,NW,East,10,50,Crossed a fine Mill Stream Bearing Northwesterly Ascending Ground,,,Charlotte,
